sentence,q1,q2,q3,q4,img_file
a band dressed in black performs .,indoors,man-made,recreation,NA,3094928020.jpg
a band is performing on stage .,indoors,man-made,recreation,NA,3094928020.jpg
two women wearing bikinis and two men wearing shorts are at the edge of the water on a beach .,outdoors,natural,NA,body_of_water,309493622.jpg
girls and guys in bathing suits playing on the beach .,outdoors,natural,NA,body_of_water,309493622.jpg
four friends have fun at the beach on a hot day .,outdoors,natural,NA,body_of_water,309493622.jpg
two girls and two men playing at the beach .,outdoors,natural,NA,body_of_water,309493622.jpg
two men and two women at the beach .,outdoors,natural,NA,body_of_water,309493622.jpg
a man in green pants and a white shirt weaving .,outdoors,man-made,work_education,NA,3095650128.jpg
a man in green pants makes hats from reeds .,outdoors,man-made,work_education,NA,3095650128.jpg
a man is making some hats out of leaves .,outdoors,man-made,work_education,NA,3095650128.jpg
a man sitting making straw hats .,outdoors,man-made,work_education,NA,3095650128.jpg
a man is weaving a straw hat .,outdoors,man-made,work_education,NA,3095650128.jpg
two religious men glancing off to their right while standing in front of a church .,outdoors,man-made,transportation_urban,NA,309771854.jpg
two black-robed young men stand on the steps in front of a building .,outdoors,man-made,transportation_urban,NA,309771854.jpg
the two church officials wear black robes and purple hats .,outdoors,man-made,transportation_urban,NA,309771854.jpg
two orthodox priests stand on the steps outside a church .,outdoors,man-made,transportation_urban,NA,309771854.jpg
two priests stand on some stairs in front of a building .,outdoors,man-made,transportation_urban,NA,309771854.jpg
a man puts his arm around another man as they pose for a picture,indoors,man-made,other_unclear,NA,3097776588.jpg
a bald man has hand on the shoulder of another man .,indoors,man-made,other_unclear,NA,3097776588.jpg
two men touch their heads together and smile .,indoors,man-made,other_unclear,NA,3097776588.jpg
two smiling men with their heads touching,indoors,man-made,other_unclear,NA,3097776588.jpg
two men wearing black,indoors,man-made,other_unclear,NA,3097776588.jpg
"white woman with a green hard helmet , black spaghetti string tank top , and blue jeans , in front of a stoop outside of a building during a sunny day .",outdoors,man-made,transportation_urban,NA,3098100726.jpg
a woman in a green hard hat is standing at the bottom of a small staircase with her purse in one hand .,outdoors,man-made,transportation_urban,NA,3098100726.jpg
lady standing in front of a building with a green construction hat .,outdoors,man-made,transportation_urban,NA,3098100726.jpg
woman in green hard hat walking down the street with purse .,outdoors,man-made,transportation_urban,NA,3098100726.jpg
lady wearing a green work helmet and holding a bag .,outdoors,man-made,transportation_urban,NA,3098100726.jpg
"two men dressed for a wedding laugh at the camera , with beverages in hand .",outdoors,man-made,recreation,NA,3098707588.jpg
two men in matching suits are smiling and drinking .,outdoors,man-made,recreation,NA,3098707588.jpg
two men in suits laugh and hold drinks .,outdoors,man-made,recreation,NA,3098707588.jpg
two guys dressed in tuxes with red ties,outdoors,man-made,recreation,NA,3098707588.jpg
two men dressed up share a toast .,outdoors,man-made,recreation,NA,3098707588.jpg
a man wearing a tuxedo and a woman in a white dress .,indoors,man-made,other_unclear,NA,3098824948.jpg
a bride and groom walk together in a dark room .,indoors,man-made,other_unclear,NA,3098824948.jpg
the man is walking the bride down the aisle .,indoors,man-made,other_unclear,NA,3098824948.jpg
a bride and groom leaving after the wedding .,indoors,man-made,other_unclear,NA,3098824948.jpg
a man and bride walk down the aisle,indoors,man-made,other_unclear,NA,3098824948.jpg
a rock climber grasps a ledge with his chalk covered hand .,outdoors,natural,NA,mountain,3099504809.jpg
there is an oriental man climbing up a mountain .,outdoors,natural,NA,mountain,3099504809.jpg
a young man climbing on a rock with no shirt on,outdoors,natural,NA,mountain,3099504809.jpg
a man is climbing up a large rocky mountain .,outdoors,natural,NA,mountain,3099504809.jpg
a closeup of a shirtless man rock climbing .,outdoors,natural,NA,mountain,3099504809.jpg
"an older man , wearing tan pants and a black jacket , is practicing martial arts along a riverbank .",outdoors,natural,NA,body_of_water,310030981.jpg
an asian man poses in a martial arts pose in front of a natural lake setting .,outdoors,natural,NA,body_of_water,310030981.jpg
an asian man is performing his martial arts skills near a body of water .,outdoors,natural,NA,body_of_water,310030981.jpg
a man is focusing on a task while standing by a body of water .,outdoors,natural,NA,body_of_water,310030981.jpg
asian man exercising on bank of a river .,outdoors,natural,NA,body_of_water,310030981.jpg
a man falls off a brick wall while still on his bike .,outdoors,man-made,recreation,NA,3100442775.jpg
a bmw rider takes a large jump off a wall .,outdoors,man-made,recreation,NA,3100442775.jpg
a guy is doing a bike trick in a park .,outdoors,man-made,recreation,NA,3100442775.jpg
a man doing tricks on a bicycle .,outdoors,man-made,recreation,NA,3100442775.jpg
a person on a bmx bike .,outdoors,man-made,recreation,NA,3100442775.jpg
a man in a down jacket leans against a pillar with a missing persons sign while smoking a cigarette .,indoors,man-made,transportation_urban,NA,3102521400.jpg
"a man smokes while leaning against a pillar , which has a "" missing person "" flier posted on it .",indoors,man-made,transportation_urban,NA,3102521400.jpg
a bald mad smokes a cigarette beside a pillar adorned with a poster of a missing young woman .,indoors,man-made,transportation_urban,NA,3102521400.jpg
a man smokes next to a pillar with a sign for a missing woman taped to it .,indoors,man-made,transportation_urban,NA,3102521400.jpg
man smoking a cigarette in a subway station near a missing poster .,indoors,man-made,transportation_urban,NA,3102521400.jpg
four young men wearing red ribbons on their wrists are making gestures,outdoors,man-made,other_unclear,NA,310260324.jpg
a group of men lift their arms to signal while they look to the left .,outdoors,man-made,other_unclear,NA,310260324.jpg
men with orange wristbands perform a dance .,outdoors,man-made,other_unclear,NA,310260324.jpg
several men in front of a white building .,outdoors,man-made,other_unclear,NA,310260324.jpg
a group of young men watching something .,outdoors,man-made,other_unclear,NA,310260324.jpg
"a father in a green sweater kissing his newborn son on the forehead , while he is lying on a sofa .",indoors,man-made,other_unclear,NA,3103248445.jpg
a man is kissing the forehead of a baby that is lying on a couch .,indoors,man-made,other_unclear,NA,3103248445.jpg
a balding man kisses a very small baby wrapped in a blanket .,indoors,man-made,other_unclear,NA,3103248445.jpg
man kissing a little baby on the forehead .,indoors,man-made,other_unclear,NA,3103248445.jpg
a father is kissing his baby .,indoors,man-made,other_unclear,NA,3103248445.jpg
"a man driving a small , open vehicle with a green sign on the back of it in traffic .",outdoors,man-made,transportation_urban,NA,3103655513.jpg
"a busy street in a spanish-speaking country , with an ambulance and a rickshaw .",outdoors,man-made,transportation_urban,NA,3103655513.jpg
"a busy town people riding cycles , bikes , and some are walking .",outdoors,man-made,transportation_urban,NA,3103655513.jpg
man riding on a bike taxi on a crowded street .,outdoors,man-made,transportation_urban,NA,3103655513.jpg
man driving a green taxi down a busy street .,outdoors,man-made,transportation_urban,NA,3103655513.jpg
a man and a woman gape at a wall of buildings in an urban landscape .,outdoors,man-made,transportation_urban,NA,310401525.jpg
a man and woman in black in a city with their mouths open in awe .,outdoors,man-made,transportation_urban,NA,310401525.jpg
lady and a man drinking coffee standing in front of a stoplight .,outdoors,man-made,transportation_urban,NA,310401525.jpg
two people are looking at something in new york city .,outdoors,man-made,transportation_urban,NA,310401525.jpg
how beautiful this times square looks ....,outdoors,man-made,transportation_urban,NA,310401525.jpg
two men dressed jackets and hats are standing on a terrace,outdoors,man-made,transportation_urban,NA,3104909823.jpg
two men standing outside wearing jackets and caps .,outdoors,man-made,transportation_urban,NA,3104909823.jpg
two men in fleeces and hats looking at the camera .,outdoors,man-made,transportation_urban,NA,3104909823.jpg
two men stand outdoors in the city night .,outdoors,man-made,transportation_urban,NA,3104909823.jpg
tourists pose for camera at night .,outdoors,man-made,transportation_urban,NA,3104909823.jpg
a mom helps a little boy blow out the candle on a cupcake in a disney-themed restaurant .,indoors,man-made,restaurant,NA,3106036615.jpg
woman and child blowing out a candle on a cupcake in a restaurant .,indoors,man-made,restaurant,NA,3106036615.jpg
a woman and child are blowing out a candle on a cupcake .,indoors,man-made,restaurant,NA,3106036615.jpg
a woman and child are blowing on a candle in a cupcake .,indoors,man-made,restaurant,NA,3106036615.jpg
a woman helps a child blow out the candle on a cupcake .,indoors,man-made,restaurant,NA,3106036615.jpg
chefs are gathered in the background and someone is over an open flame cooking meat .,outdoors,man-made,restaurant,NA,3106481126.jpg
there are people cooking under a tent and wearing big white chef hats .,outdoors,man-made,restaurant,NA,3106481126.jpg
several cooks char broil food under tents for customers .,outdoors,man-made,restaurant,NA,3106481126.jpg
delicious barbecue had been prepared by a group of chef .,outdoors,man-made,restaurant,NA,3106481126.jpg
a group of chefs are cooking at a barbecue restaurant .,outdoors,man-made,restaurant,NA,3106481126.jpg
a crowd of children point towards an object to the right of the frame .,indoors,man-made,other_unclear,NA,3107368071.jpg
a group of multi-cultural kids are excited by what they are watching .,indoors,man-made,other_unclear,NA,3107368071.jpg
a crowd of children and some are wearing green costumes .,indoors,man-made,other_unclear,NA,3107368071.jpg
a group of children pointing at something unseen .,indoors,man-made,other_unclear,NA,3107368071.jpg
an audience of children are smiling and pointing,indoors,man-made,other_unclear,NA,3107368071.jpg
little kids stand together and raise their hands in the air .,indoors,man-made,work_education,NA,3108197858.jpg
