Original Sentence,Processed Sentence
"['But the brunette woman in a sweater wearing black glasses and cap looked at the camera with a heavy filled brown eye behind her, and looked down at the table, her hands resting on the forehead of the man in front of the post he was riding on.']",['The brunette woman in a sweater wearing black glasses and cap looked at the camera with a heavy filled brown eye.']
"['The boy, who flipped under a tree and was in blue shorts, had them.']",['The boy with a flip back in blue shorts had one.']
skip_because_no_change,skip
skip_because_no_change,skip
"['When a man looked out the window at the street, he held a guitar.']","['When looking out the window at the street, the guitar was held.']"
['The young boy held a tube of toothpaste and smiled.'],['Smile as tube of toothpaste is held.']
"['A little girl sleeping on the sofa in her shoes, a long sleeve pink shirt and cuff-jeans.']","['Little girls sleeping in shoes, long sleeves pink shirt and cuff jean.']"
"['And one barks larger than large, there are two rottweilers indoors.']","['And one barks larger than large, two rottweilers.']"
"['In a grassy field with white patches, there are black and brown dogs.']","['In a grassy field, there was a black and brown dog.']"
"['On the street a bunch of groomsmen and brides, where they take pictures and talk to nice dressed people about pictures.']","['And the people in nice dresses were talking about the pictures they took, and there were a bunch of grooms, and the bride.']"
"['But the other three women stood on a bench waiting for the subway, one sitting on it.']","['But the other three women stood on a bench waiting for the subway, one sitting on it.']"
['And the woman in dance costumes bending backwards held the sword.'],"['And the sword was held, and the woman bent backwards.']"
skip_because_no_change,skip
['A black dog with a white puppy was lying on the floor.'],['A black dog with a white puppy was laid.']
['And the little girl with cool hair sat in a swing smiling.'],['And the little girl with cool hair was sitting with a smile on her face.']
['Blond girls stand outside the building and kiss with brown haired bows.'],"['When the blond girl stood with brown haired bows, she gave a kiss.']"
['Four members of the equipment band stood on stage as men adjusted.'],['Four members of the equipment band stood on stage as men adjusted.']
skip_because_no_change,skip
['A man in a green shirt and overalls cruised a guitar indoors for a small child standing in the doorway.'],['A man in a shirt was cruising for a small child.']
skip_because_no_change,skip
['A young boy in blue pants and green shirt played with a blue toy train on a wooden track.'],['Young boys in blue pants and green shirt play with blue toy trains.']
skip_because_no_change,skip
['The boy in a blue hooded top holds a baby goat in his arms.'],"[""The boy's arms held the baby goat.""]"
['The man in a green jacket held the baby in an orange bonnet.'],['Holding the baby in an orange bonnet.']
skip_because_no_change,skip
"['During perusing items on the table, a few people, talking on the cellphone, sat at the table where the booth was, a man in suspenders.']","['Perusing, a man in suspenders talks on his cellphone and sits.']"
['A bunch of people stood together on a street with buildings in the background.'],['A bunch of people stood together.']
skip_because_no_change,skip
"['And watching a tall white dog run around in the snow with a small black dog, he sat down.']","['And a tall white dog watched as a small black dog ran after him, sitting on the ground.']"
['A guy sitting on the grass with eyeglasses and long gray hair playing guitar in blue jeans and striped shirt.'],['A sitting guy with eyeglasses and long gray hairs playing in blue jeans and striped shirt.']
['The old boy with a brown jacket sat on a tire swing.'],['The old boy with a brown jacket sat.']
"['The jean boy was sitting on a rock next to the lake, but a woman in a straw hat, older and wearing a red top stood behind the rock, next to the lake.']",['But the jean boy was sitting.']
['Light colored dogs play ball in dependent areas with redish colored dogs.'],['Light colored dogs playing with balls.']
['A young girl in a blue backpack yellow shirt walked next to a fence covered in plastic cover.'],['A young girl in a blue backpack yellow shirt walks.']
"['Another man stood on the lawn in a white pant and a black t-shirt, unshirtless.']",['And another man in a t-shirt stood with a man in a shirtless white pant and black t-shirt.']
"['The woman behind the food display cabinet was older, wearing white shirts.']",['Women in white shirt are older.']
['A man in blue sweatshirts in a holding hat hung next to a white building with an up-window pulley.'],['The man was hanged in a blue holding sweatshirt.']
"['As the bouquet bride tossed her, she waited for several seaside wedding guests, two Asian bridesmaids in pink dresses, who were young anticipating.']","['As the bouquet bride tossed her, several guests, two young Asian bridesmaids in pink dresses, waited eagerly.']"
"['When an arm-man in a green shirt held a beer, he put it over a gray-shirt man.']","['When an arm-strong man held the beer, he put it over the man.']"
skip_because_no_change,skip
"['The dye area was examined by a cluster of cells by two women in lab coats using projectors, wearing white coats.']",['Two used wear women were examined in a cluster of cells.']
['A woman takes a photo of a beach on the edge of the water while a girl stands in the foreground.'],['But the woman took a photo of the beach.']
['Two women walked down some stairs with intricate railing designs.'],['Two women walked down.']
